date,url,HN,HNE,HE,HSE,HS,HSW,HW,HNW,MN,MNE,ME,MSE,MS,MSW,MW,MNW,LN,LNE,LE,LSE,LS,LSW,LW,LNW,high,mid,low,problem_1_type,likelihood_1,size_1,HN1,HNE1,HE1,HSE1,HS1,HSW1,HW1,HNW1,MN1,MNE1,ME1,MSE1,MS1,MSW1,MW1,MNW1,LN1,LNE1,LE1,LSE1,LS1,LSW1,LW1,LNW1,high1,mid1,low1,problem_2_type,likelihood_2,size_2,HN2,HNE2,HE2,HSE2,HS2,HSW2,HW2,HNW2,MN2,MNE2,ME2,MSE2,MS2,MSW2,MW2,MNW2,LN2,LNE2,LE2,LSE2,LS2,LSW2,LW2,LNW2,high2,mid2,low2,problem_3_type,likelihood_3,size_3,HN3,HNE3,HE3,HSE3,HS3,HSW3,HW3,HNW3,MN3,MNE3,ME3,MSE3,MS3,MSW3,MW3,MNW3,LN3,LNE3,LE3,LSE3,LS3,LSW3,LW3,LNW3,high3,mid3,low3
2015-12-17,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151217.html,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,red,orange,orange,orange,yellow,yellow,yellow,yellow,orange,4.0,3.5,2.5,Normal Caution,5.0,3.0,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Deep Slap,4.0,3.0,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,red,orange,orange,orange,yellow,yellow,yellow,yellow,orange,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151218.html,orange,orange,orange,yellow,yellow,yellow,yellow,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.5,2.5,2.0,Deep Slap,4.0,3.0,orange,orange,orange,yellow,yellow,yellow,yellow,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,green,green,green,green,yellow,0.0,0.0,0.0,Loose Snow,2.0,1.0,green,green,green,green,green,green,green,green,green,green,green,green,yellow,yellow,green,green,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-19,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151219.html,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.5,2.0,2.0,Deep Slap,2.0,2.0,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,1.0,2.0,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,2.0,2.0,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0
2015-12-20,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151220.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.0,1.75,1.0,Deep Slap,1.0,3.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,0.0,0.0,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151221.html,red,red,red,orange,orange,orange,orange,red,orange,orange,orange,orange,orange,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.5,2.75,2.0,Deep Slap,5.0,3.0,red,red,red,orange,orange,orange,orange,red,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Normal Caution,4.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151222.html,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,4.0,4.0,3.0,Storm Snow,5.0,2.0,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,0.0,0.0,0.0,Deep Slap,5.0,3.0,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,orange,red,orange,orange,orange,orange,orange,orange,orange,orange,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151223.html,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,red,red,orange,orange,orange,orange,orange,orange,orange,orange,4.0,3.625,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151224.html,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,red,red,orange,orange,orange,orange,orange,orange,orange,orange,4.0,3.625,3.0,Deep Slap,4.0,4.0,red,red,red,red,red,red,red,red,red,red,red,orange,orange,orange,red,red,orange,orange,orange,orange,orange,orange,orange,orange,0.0,0.0,0.0,Normal Caution,4.0,3.0,red,red,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151225.html,red,red,red,orange,orange,orange,orange,red,red,red,red,orange,yellow,yellow,orange,red,orange,orange,orange,orange,yellow,yellow,orange,orange,3.5,3.25,2.75,Deep Slap,4.0,4.0,red,red,red,orange,orange,orange,orange,red,red,red,red,orange,yellow,yellow,orange,red,orange,orange,orange,orange,yellow,yellow,orange,orange,0.0,0.0,0.0,Normal Caution,4.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-26,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151226.html,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.75,2.0,Wind Slab,3.0,3.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-27,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151227.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,green,green,green,green,green,yellow,2.625,2.5,1.375,Wind Slab,2.0,3.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,green,green,green,green,green,yellow,0.0,0.0,0.0,Normal Caution,0.0,0.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151228.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,green,green,green,green,yellow,2.625,2.5,1.5,Wind Slab,3.0,3.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,green,green,green,green,yellow,0.0,0.0,0.0,Normal Caution,0.0,0.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151229.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.0,1.75,1.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,0.0,0.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151230.html,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,1.625,1.625,1.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20151231.html,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,1.625,1.5,1.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,0.0,0.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160101.html,yellow,yellow,yellow,green,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,1.75,1.5,1.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,2.0,1.0,yellow,yellow,green,green,green,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160102.html,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,3.0,2.0,1.0,Normal Caution,4.0,1.0,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-03,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160103.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.625,1.625,1.0,Normal Caution,4.0,1.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160104.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,1.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160105.html,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,1.625,1.625,1.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,1.0,2.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160106.html,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,1.625,1.625,1.0,Normal Caution,1.0,2.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160107.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Normal Caution,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,2.0,2.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160108.html,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,3.0,2.0,1.0,Normal Caution,3.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Storm Snow,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0
2016-01-09,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160109.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Storm Snow,2.0,1.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-10,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160110.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,2.0,1.5,1.0,Storm Snow,2.0,1.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,3.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160111.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,yellow,yellow,yellow,green,2.0,2.0,1.625,Normal Caution,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,3.0,2.0,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,0.0,0.0,0.0,Wind Slab,1.0,2.0,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0
2016-01-12,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160112.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,yellow,yellow,yellow,green,2.0,2.0,1.625,Normal Caution,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,3.0,2.0,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,0.0,0.0,0.0,Deep Slap,2.0,2.0,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0
2016-01-13,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160113.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,yellow,yellow,yellow,green,2.0,2.0,1.625,Normal Caution,2.0,1.0,yellow,yellow,yellow,green,green,green,green,yellow,yellow,yellow,yellow,green,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,2.0,2.0,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,0.0,0.0,0.0,Persistent Slab,3.0,2.0,yellow,yellow,green,green,green,green,green,yellow,yellow,yellow,green,green,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0
2016-01-14,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160114.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Normal Caution,3.0,1.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160115.html,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,2.625,2.0,1.625,Normal Caution,3.0,2.0,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Storm Snow,3.0,1.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160116.html,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.75,3.0,2.0,Normal Caution,5.0,2.0,red,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Storm Snow,4.0,2.0,orange,orange,orange,yellow,yellow,yellow,yellow,orange,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160117.html,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.625,3.0,2.0,Normal Caution,5.0,2.0,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Deep Slap,4.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160118.html,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.625,2.0,2.0,Deep Slap,2.0,3.0,orange,orange,orange,orange,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,3.0,2.0,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,2.0,1.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0
2016-01-19,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160119.html,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,yellow,yellow,yellow,green,2.375,2.0,1.625,Deep Slap,2.0,3.0,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Storm Snow,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Loose Snow,2.0,2.0,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,yellow,yellow,yellow,green,0.0,0.0,0.0
2016-01-20,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160120.html,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.625,3.0,2.0,Deep Slap,4.0,3.0,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Normal Caution,5.0,2.0,red,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20160121.html,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.5,2.5,2.0,Deep Slap,4.0,3.0,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Wet Avalanches,4.0,2.0,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,gray,gray,gray,yellow,yellow,yellow,yellow,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
