DATE,url,HN,HNE,HE,HSE,HS,HSW,HW,HNW,MN,MNE,ME,MSE,MS,MSW,MW,MNW,LN,LNE,LE,LSE,LS,LSW,LW,LNW,high,mid,low,problem_1_type,likelihood_1,size_1,HN1,HNE1,HE1,HSE1,HS1,HSW1,HW1,HNW1,MN1,MNE1,ME1,MSE1,MS1,MSW1,MW1,MNW1,LN1,LNE1,LE1,LSE1,LS1,LSW1,LW1,LNW1,high1,mid1,low1,problem_2_type,likelihood_2,size_2,HN2,HNE2,HE2,HSE2,HS2,HSW2,HW2,HNW2,MN2,MNE2,ME2,MSE2,MS2,MSW2,MW2,MNW2,LN2,LNE2,LE2,LSE2,LS2,LSW2,LW2,LNW2,high2,mid2,low2,problem_3_type,likelihood_3,size_3,HN3,HNE3,HE3,HSE3,HS3,HSW3,HW3,HNW3,MN3,MNE3,ME3,MSE3,MS3,MSW3,MW3,MNW3,LN3,LNE3,LE3,LSE3,LS3,LSW3,LW3,LNW3,high3,mid3,low3,ALTA_Station,ALTA_Latitude,ALTA_Longitude,ALTA_Elevation,ALTA_Name,ALTA_Precip_(tenths_mm),ALTA_Snowfall_(mm),ALTA_Snow_Depth_(mm),ALTA_Max_Temp_(tenths_C),ALTA_Min_Temp_(tenths_C),ALTA_Multiday_Prec_Days,ALTA_Multiday_Snowfall_Days,ALTA_Multiday_Prec_Days_(tenths_mm),ALTA_Multiday_Snowfall,ALTA_Temp_at_Observation_(tenths_C),ALTA_Fog_Ice_Fog,ALTA_Heavy_Fog_Freezing_Fog,ALTA_Ice_Pellets_Sleet,ALTA_Hail,ALTA_Glaze_Rime,ALTA_Weather_Type_07,ALTA_Smoke_Haze,ALTA_Blowing_Drifting_Snow,ALTA_High_Winds,ALTA_Snow_Pellets_Ice_Crystals,BRIGHTON_Station,BRIGHTON_Latitude,BRIGHTON_Longitude,BRIGHTON_Elevation,BRIGHTON_Name,BRIGHTON_Precip_(tenths_mm),BRIGHTON_Snow_Depth_(mm),BRIGHTON_Max_Temp_(tenths_C),BRIGHTON_Min_Temp_(tenths_C),BRIGHTON_Avg_Daily_Temp_(tenths_C),BRIGHTON_Temp_at_Observation_(tenths_C),BRIGHTON_Snow_on_Ground_(tenths_mm),THAYNES_Station,THAYNES_Latitude,THAYNES_Longitude,THAYNES_Elevation,THAYNES_Name,THAYNES_Precip_(tenths_mm),THAYNES_Snow_Depth_(mm),THAYNES_Max_Temp_(tenths_C),THAYNES_Min_Temp_(tenths_C),THAYNES_Avg_Daily_Temp_(tenths_C),THAYNES_Temp_at_Observation_(tenths_C),THAYNES_Snow_on_Ground_(tenths_mm),PARLEY_SUMMIT_Station,PARLEY_SUMMIT_Latitude,PARLEY_SUMMIT_Longitude,PARLEY_SUMMIT_Elevation,PARLEY_SUMMIT_Name,PARLEY_SUMMIT_Precip_(tenths_mm),PARLEY_SUMMIT_Snow_Depth_(mm),PARLEY_SUMMIT_Max_Temp_(tenths_C),PARLEY_SUMMIT_Min_Temp_(tenths_C),PARLEY_SUMMIT_Avg_Daily_Temp_(tenths_C),PARLEY_SUMMIT_Temp_at_Observation_(tenths_C),PARLEY_SUMMIT_Snow_on_Ground_(tenths_mm)
2023-01-12,https://utahavalanchecenter.org/forecast/salt-lake/1/12/2023,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.75,2.0,Wind Drifted Snow,3.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,New Snow,2.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,0.75,0.75,0.5,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2972.0,-6.0,-117.0,,,,,-28.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1829.0,49.0,-99.0,-29.0,-4.0,4953.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,1981.0,23.0,-81.0,-22.0,8.0,5080.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1549.0,25.0,-68.0,-27.0,-9.0,3835.0
2023-01-12,https://utahavalanchecenter.org/forecast/salt-lake/1/12/2023,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.75,2.0,Wind Drifted Snow,3.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,New Snow,2.0,3.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,0.75,0.75,0.5,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2972.0,-6.0,-117.0,,,,,-28.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1829.0,49.0,-99.0,-29.0,-4.0,4953.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,1981.0,23.0,-81.0,-22.0,8.0,5080.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1549.0,25.0,-68.0,-27.0,-9.0,3835.0
2023-01-13,https://utahavalanchecenter.org/forecast/salt-lake/1/13/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,0.75,0.75,0.5,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2896.0,22.0,-33.0,,,,,-6.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1727.0,67.0,-17.0,35.0,18.0,4953.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,1905.0,66.0,4.0,28.0,6.0,5105.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1473.0,72.0,-18.0,19.0,33.0,3835.0
2023-01-13,https://utahavalanchecenter.org/forecast/salt-lake/1/13/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.0,2.0,2.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,blue,gray,gray,blue,blue,blue,blue,blue,gray,gray,gray,gray,blue,0.75,0.75,0.5,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2896.0,22.0,-33.0,,,,,-6.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1727.0,67.0,-17.0,35.0,18.0,4953.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,1905.0,66.0,4.0,28.0,6.0,5105.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1473.0,72.0,-18.0,19.0,33.0,3835.0
2023-01-14,https://utahavalanchecenter.org/forecast/salt-lake/1/14/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,yellow,yellow,yellow,green,green,green,green,yellow,2.0,1.5,1.5,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,gray,gray,gray,gray,blue,blue,blue,blue,gray,gray,gray,gray,blue,blue,blue,blue,gray,gray,gray,gray,blue,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,2845.0,28.0,-33.0,,,,,-22.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",76.0,1778.0,22.0,-30.0,-3.0,-29.0,5029.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,1956.0,11.0,-39.0,-15.0,-39.0,5182.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1448.0,68.0,-15.0,11.0,-15.0,3835.0
2023-01-15,https://utahavalanchecenter.org/forecast/salt-lake/1/15/2023,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.0,2.0,New Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,gray,gray,gray,gray,blue,blue,blue,blue,gray,gray,gray,gray,blue,blue,blue,blue,gray,gray,gray,gray,blue,0.5,0.5,0.5,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",358.0,457.0,3251.0,-17.0,-67.0,,,,,-67.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",152.0,2057.0,-19.0,-70.0,-40.0,-60.0,5207.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",102.0,2057.0,-3.0,-74.0,-45.0,-65.0,5334.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",203.0,1600.0,-5.0,-42.0,-22.0,-40.0,4039.0
2023-01-16,https://utahavalanchecenter.org/forecast/salt-lake/1/16/2023,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.0,2.0,New Snow,3.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,gray,gray,gray,gray,blue,blue,blue,blue,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,0.5,0.5,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",79.0,142.0,3150.0,-39.0,-78.0,,,,,-44.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,2184.0,-31.0,-64.0,-49.0,-45.0,5283.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",76.0,2210.0,-33.0,-74.0,-57.0,-56.0,5512.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,1626.0,-4.0,-46.0,-31.0,-37.0,4064.0
2023-01-17,https://utahavalanchecenter.org/forecast/salt-lake/1/17/2023,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.0,2.0,2.0,New Snow,4.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,Persistent Weak Layer,1.0,4.0,blue,blue,blue,gray,gray,gray,gray,blue,blue,blue,blue,gray,gray,gray,gray,blue,gray,gray,gray,gray,gray,gray,gray,gray,0.5,0.5,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",122.0,290.0,3429.0,-44.0,-89.0,,,,,-78.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,2235.0,11.0,-74.0,-51.0,-74.0,5334.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,2235.0,-14.0,-80.0,-59.0,-79.0,5537.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1575.0,-25.0,-63.0,-47.0,-58.0,4064.0
2023-01-18,https://utahavalanchecenter.org/forecast/salt-lake/1/18/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,New Snow,4.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",46.0,168.0,3556.0,-67.0,-133.0,,,,,-133.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,2108.0,-47.0,-145.0,-97.0,-120.0,5334.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2159.0,-41.0,-121.0,-95.0,-104.0,5537.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1575.0,-36.0,-107.0,-73.0,-96.0,4064.0
2023-01-19,https://utahavalanchecenter.org/forecast/salt-lake/1/19/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,New Snow,3.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",20.0,18.0,,-72.0,-156.0,,,,,-106.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,2108.0,-49.0,-127.0,-86.0,-111.0,5334.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2134.0,-51.0,-114.0,-85.0,-114.0,5537.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1549.0,-19.0,-107.0,-79.0,-96.0,4064.0
2023-01-20,https://utahavalanchecenter.org/forecast/salt-lake/1/20/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,,-67.0,-133.0,,,,,-122.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,2007.0,-35.0,-137.0,-100.0,-122.0,5334.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,2057.0,-76.0,-137.0,-111.0,-120.0,5588.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",51.0,1499.0,-60.0,-115.0,-91.0,-87.0,4089.0
2023-01-21,https://utahavalanchecenter.org/forecast/salt-lake/1/21/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,3099.0,-83.0,-156.0,,,,,-111.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,1930.0,-37.0,-144.0,-102.0,-101.0,5359.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2007.0,-36.0,-129.0,-89.0,-70.0,5588.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1473.0,-70.0,-114.0,-94.0,-112.0,4089.0
2023-01-22,https://utahavalanchecenter.org/forecast/salt-lake/1/22/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,New Snow,2.0,1.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",18.0,51.0,3099.0,-100.0,-139.0,,,,,-139.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1930.0,-82.0,-150.0,-110.0,-150.0,5359.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,2007.0,-67.0,-154.0,-105.0,-154.0,5588.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1473.0,-71.0,-122.0,-99.0,-120.0,4089.0
2023-01-23,https://utahavalanchecenter.org/forecast/salt-lake/1/23/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,3023.0,-39.0,-150.0,,,,,-78.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1854.0,-33.0,-160.0,-104.0,-93.0,5359.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,1981.0,-35.0,-160.0,-108.0,-89.0,5588.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1473.0,-35.0,-122.0,-86.0,-90.0,4089.0
2023-01-24,https://utahavalanchecenter.org/forecast/salt-lake/1/24/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",8.0,61.0,3023.0,-78.0,-156.0,,,,,-111.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1854.0,-64.0,-141.0,-101.0,-96.0,5359.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,1930.0,-57.0,-119.0,-97.0,-100.0,5588.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1448.0,-58.0,-113.0,-86.0,-80.0,4089.0
2023-01-25,https://utahavalanchecenter.org/forecast/salt-lake/1/25/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",84.0,239.0,,-100.0,-150.0,,,,,-111.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",102.0,1854.0,-76.0,-156.0,-103.0,-125.0,5436.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",102.0,1905.0,-69.0,-140.0,-106.0,-131.0,5639.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1448.0,-47.0,-98.0,-78.0,-92.0,4089.0
2023-01-26,https://utahavalanchecenter.org/forecast/salt-lake/1/26/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,2.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",5.0,20.0,3048.0,-61.0,-139.0,,,,,-83.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,1829.0,-39.0,-129.0,-73.0,-55.0,5436.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,1880.0,-40.0,-130.0,-78.0,-59.0,5639.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,1448.0,-26.0,-93.0,-61.0,-50.0,4089.0
2023-01-27,https://utahavalanchecenter.org/forecast/salt-lake/1/27/2023,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,2.0,1.0,1.0,Wind Drifted Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",124.0,122.0,3073.0,-44.0,-89.0,,,,,-72.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",203.0,1905.0,0.0,-62.0,-45.0,-60.0,5588.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",152.0,1956.0,-7.0,-73.0,-52.0,-73.0,5715.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",203.0,1549.0,-7.0,-50.0,-34.0,-40.0,4242.0
2023-01-28,https://utahavalanchecenter.org/forecast/salt-lake/1/28/2023,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,3.0,2.0,1.0,Wind Drifted Snow,3.0,2.0,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,gray,gray,gray,gray,gray,gray,gray,gray,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",249.0,295.0,3251.0,-72.0,-100.0,,,,,-100.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",102.0,1956.0,-59.0,-106.0,-75.0,-64.0,5690.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",127.0,1981.0,-48.0,-110.0,-82.0,-86.0,5766.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",51.0,1575.0,-33.0,-88.0,-56.0,-81.0,4293.0
